case_id,split,class_label,class_id,record_id,chunk_id,chunk_file,start_sample,end_sample,start_sec,end_sec,source_db,pred_class,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
116,train,NSR,0,16420,2293,train/NSR/16420/16420_w02293.mem,68792000,68821999,68792.000,68822.000,nsrdb,0,NSR,1,41150333,-109735540,-31192397,-99020355,35,32,0,68,1097,455,32,33,99,29,23,15,13,8,5,3,1,1,1,0,0,0,0,0,1,34,0,0,0,0,0,1795,67,140,34,0,0,0,0,0,34,0,0,34,1,1,32,0,33,99,1556,8,32,0,768,3640,0,0,9,9,0
118,train,NSR,0,16420,2464,train/NSR/16420/16420_w02464.mem,73922000,73951999,73922.000,73952.000,nsrdb,0,NSR,1,37302013,-105866726,-35571545,-95081846,36,34,0,71,1089,442,34,34,65,28,20,12,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1998,69,140,36,0,0,0,0,0,35,0,0,35,0,0,34,0,34,65,1836,6,34,0,489,3328,0,0,0,0,0
120,train,NSR,0,16483,42,train/NSR/16483/16483_w00042.mem,1262000,1291999,1262.000,1292.000,nsrdb,0,NSR,1,4162521,-49371021,-65967090,-88600485,47,43,2,91,1488,502,43,45,66,23,9,4,3,3,3,3,3,3,2,2,2,2,2,2,0,47,7,32,7,0,0,1863,88,248,85,0,0,0,0,0,47,0,0,47,0,0,45,2,45,66,1451,16,45,444,375,2988,1489,0,19,5,14
122,train,NSR,0,16483,210,train/NSR/16483/16483_w00210.mem,6302000,6331999,6302.000,6332.000,nsrdb,0,NSR,1,16869691,-51430042,-71616804,-93874095,47,44,1,93,1706,599,44,45,42,18,6,3,2,2,2,1,1,1,1,1,1,1,1,1,0,47,1,7,1,0,0,1793,91,330,67,0,0,0,0,0,47,0,0,47,0,0,45,1,45,42,1477,20,45,222,238,3485,212,0,5,3,2
124,train,NSR,0,16483,378,train/NSR/16483/16483_w00378.mem,11342000,11371999,11342.000,11372.000,nsrdb,0,NSR,1,-2358870,-11685484,-83977575,-100909833,52,48,2,101,1844,620,48,50,41,7,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,52,4,26,4,0,0,1900,96,377,84,0,0,0,0,0,52,0,0,52,2,1,50,2,50,41,1533,24,50,400,209,3306,769,0,14,6,8
126,train,NSR,0,16483,547,train/NSR/16483/16483_w00547.mem,16412000,16441999,16412.000,16442.000,nsrdb,0,NSR,1,18532234,-29728038,-86084166,-101010120,43,41,0,85,1491,491,41,41,17,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,9,2,0,0,1672,85,228,60,0,0,0,0,0,43,0,0,43,0,0,41,0,41,17,1445,16,41,0,106,3065,465,0,4,0,4
128,train,NSR,0,16483,715,train/NSR/16483/16483_w00715.mem,21452000,21481999,21452.000,21482.000,nsrdb,0,NSR,1,21857785,-62674518,-69179106,-90151698,43,41,0,85,1476,515,41,41,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1646,85,247,75,0,0,0,0,0,43,0,0,43,0,0,41,0,41,23,1442,16,41,0,143,3215,0,0,0,0,0
130,train,NSR,0,16483,883,train/NSR/16483/16483_w00883.mem,26492000,26521999,26492.000,26522.000,nsrdb,0,NSR,1,22169287,-86577953,-43228165,-92100284,44,40,2,87,1560,566,40,42,103,30,20,11,5,5,5,5,5,4,3,2,2,2,2,2,0,44,2,9,2,0,0,1985,82,297,67,0,0,0,0,0,44,0,0,44,0,0,42,2,42,103,1573,20,42,476,627,3622,454,0,11,7,4
132,train,NSR,0,16483,1052,train/NSR/16483/16483_w01052.mem,31562000,31591999,31562.000,31592.000,nsrdb,0,NSR,1,30718397,-71063885,-65344776,-93227690,43,40,0,84,1373,501,40,41,36,19,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1744,83,217,84,0,0,0,0,0,42,0,0,42,0,0,40,0,41,36,1523,12,40,0,224,3206,0,0,0,0,0
134,train,NSR,0,16483,1220,train/NSR/16483/16483_w01220.mem,36602000,36631999,36602.000,36632.000,nsrdb,0,NSR,1,22403180,-52896618,-69864809,-98665713,49,45,2,93,1730,681,45,47,79,24,12,9,5,4,3,3,3,3,3,2,2,2,2,2,1,49,2,7,2,0,0,1810,91,319,100,0,0,0,0,0,49,0,0,49,1,1,47,2,47,79,1417,24,47,425,430,3874,408,0,11,7,4
136,train,NSR,0,16483,1405,train/NSR/16483/16483_w01405.mem,42152000,42181999,42152.000,42182.000,nsrdb,0,NSR,1,22871863,-63957221,-57713014,-101623076,36,34,0,71,1384,475,34,34,16,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1445,71,211,69,0,0,0,0,0,36,0,0,36,0,0,34,0,34,16,1282,16,34,0,120,3576,0,0,0,0,0
138,train,NSR,0,16483,1573,train/NSR/16483/16483_w01573.mem,47192000,47221999,47192.000,47222.000,nsrdb,0,NSR,1,36214054,-62776154,-69787943,-103021921,37,35,0,73,1403,519,35,35,24,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,5,1,0,0,1455,73,209,74,0,0,0,0,0,37,0,0,37,0,0,35,0,35,24,1318,16,35,0,175,3796,270,0,2,0,2
140,train,NSR,0,16483,1742,train/NSR/16483/16483_w01742.mem,52262000,52291999,52262.000,52292.000,nsrdb,0,NSR,1,6308894,-51357289,-50585237,-103296769,42,35,5,77,1530,581,35,40,85,14,6,5,5,5,5,5,5,5,5,5,5,5,5,5,1,42,2,15,2,0,0,2237,77,298,78,0,0,0,0,0,42,0,0,42,2,1,40,5,40,85,1708,12,40,1250,544,4249,476,0,15,11,4
142,train,NSR,0,16483,1910,train/NSR/16483/16483_w01910.mem,57302000,57331999,57302.000,57332.000,nsrdb,0,NSR,1,39575633,-75891361,-66764627,-96736685,38,36,0,75,1448,537,36,36,27,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2251,75,222,76,0,0,0,0,0,38,0,0,38,0,0,36,0,36,27,1690,10,36,0,192,3818,0,0,0,0,0
144,train,NSR,0,16483,2078,train/NSR/16483/16483_w02078.mem,62342000,62371999,62342.000,62372.000,nsrdb,0,NSR,1,46953483,-87604187,-57385750,-100739022,36,34,0,71,1359,488,34,34,36,18,7,4,2,2,1,1,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2244,71,197,73,0,0,0,0,0,36,0,0,36,0,0,34,0,34,36,1777,8,34,0,271,3674,0,0,2,2,0
146,train,NSR,0,16483,2247,train/NSR/16483/16483_w02247.mem,67412000,67441999,67412.000,67442.000,nsrdb,0,NSR,1,36009246,-38547411,-85639259,-109579849,36,34,0,70,1331,476,34,34,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,12,2,0,0,1489,70,186,72,0,0,0,0,0,36,0,0,36,0,0,34,0,34,11,1326,12,34,0,82,3584,555,0,4,0,4
148,train,NSR,0,16483,2415,train/NSR/16483/16483_w02415.mem,72452000,72481999,72452.000,72482.000,nsrdb,0,NSR,1,25468881,-68481607,-60421019,-96387946,36,34,0,71,1213,442,34,34,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2432,71,156,62,0,0,0,0,0,36,0,0,36,0,0,34,0,34,23,1747,6,34,0,173,3328,0,0,0,0,0
150,train,NSR,0,16539,40,train/NSR/16539/16539_w00040.mem,1202000,1231999,1202.000,1232.000,nsrdb,0,NSR,1,20056905,-53692106,-68137358,-98431891,47,44,0,92,1643,660,44,45,37,25,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,11,2,0,0,1757,91,270,55,0,1,0,0,0,46,0,0,46,0,0,44,0,45,37,1571,16,44,0,210,3840,425,0,4,0,4
152,train,NSR,0,16539,232,train/NSR/16539/16539_w00232.mem,6962000,6991999,6962.000,6992.000,nsrdb,2,ARR,1,-13936416,-143741581,-7130887,-25419426,30,16,12,59,1064,224,16,28,273,28,27,26,23,22,20,17,16,16,15,15,14,12,11,11,6,30,0,0,0,0,0,1964,59,136,30,0,0,0,0,0,30,0,0,30,5,6,28,12,28,273,1452,6,28,4285,2496,3584,0,0,40,40,0
154,train,NSR,0,16539,424,train/NSR/16539/16539_w00424.mem,12722000,12751999,12722.000,12752.000,nsrdb,3,AFF,1,-83342318,-123502468,2973040,3598000,68,44,22,77,1311,597,43,66,497,59,51,48,46,38,35,33,29,28,26,24,22,20,19,19,7,67,35,80,35,0,0,6307,54,185,117,1,5,1,0,0,67,0,0,67,31,7,66,22,66,497,2882,8,66,3333,1927,3554,5147,85,138,67,71
156,train,NSR,0,16539,617,train/NSR/16539/16539_w00617.mem,18512000,18541999,18512.000,18542.000,nsrdb,0,NSR,1,20539465,-94955126,-38400656,-88015099,48,43,3,95,1548,626,43,46,106,32,15,9,7,6,5,4,4,4,4,4,3,3,3,3,1,48,0,0,0,0,0,1756,93,249,56,0,0,0,0,0,48,0,0,48,1,1,46,3,46,106,1696,12,46,652,589,3726,0,0,10,10,0
158,train,NSR,0,16539,793,train/NSR/16539/16539_w00793.mem,23792000,23821999,23792.000,23822.000,nsrdb,0,NSR,1,31873750,-115936281,-30332732,-85896748,42,37,3,83,1375,518,37,40,154,37,25,17,16,13,11,8,7,5,5,5,2,1,1,1,0,41,0,0,0,0,0,1466,81,186,51,0,0,0,0,0,41,0,0,41,0,0,40,3,40,154,1324,16,40,750,985,3584,0,0,16,16,0
160,train,NSR,0,16539,985,train/NSR/16539/16539_w00985.mem,29552000,29581999,29552.000,29582.000,nsrdb,0,NSR,1,32855374,-99332581,-44616542,-88451696,46,44,0,91,1501,586,44,44,64,27,18,9,4,3,1,1,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1788,91,247,51,0,0,0,0,0,46,0,0,46,0,0,44,0,44,64,1618,12,44,0,372,3409,0,0,3,3,0
162,train,NSR,0,16539,1177,train/NSR/16539/16539_w01177.mem,35312000,35341999,35312.000,35342.000,nsrdb,2,ARR,1,-54121413,-97386852,3624752,-46412185,47,32,13,75,1265,446,32,45,357,42,37,35,31,30,28,25,22,19,17,15,15,15,14,12,6,47,9,23,9,0,0,2495,73,184,82,1,1,1,0,0,47,0,0,47,9,6,45,13,45,357,1747,8,45,2888,2030,3568,1914,121,68,49,19
164,train,NSR,0,16539,1370,train/NSR/16539/16539_w01370.mem,41102000,41131999,41102.000,41132.000,nsrdb,2,ARR,1,-20305995,-129038396,-13413647,-31035056,42,27,13,73,1331,427,26,40,321,39,36,30,26,26,25,25,20,16,14,14,14,12,12,12,3,41,2,7,2,0,0,2294,69,224,58,0,0,0,0,0,41,0,0,41,12,3,40,13,40,321,1818,8,40,3250,2054,4204,476,0,46,42,4
166,train,NSR,0,16539,1546,train/NSR/16539/16539_w01546.mem,46382000,46411999,46382.000,46412.000,nsrdb,0,NSR,1,237032,-99947180,-18624984,-80048205,39,31,6,75,1404,437,31,37,152,28,17,16,14,11,10,8,7,7,7,6,6,5,5,5,1,39,1,6,1,0,0,1465,73,204,50,0,0,0,0,0,39,0,0,39,2,1,37,6,37,152,1209,20,37,1621,1051,3608,256,0,20,18,2
168,train,NSR,0,16539,1738,train/NSR/16539/16539_w01738.mem,52142000,52171999,52142.000,52172.000,nsrdb,0,NSR,1,25493446,-102507877,-27104900,-95454768,40,35,3,77,1356,542,35,38,156,34,29,22,13,11,8,7,7,5,5,3,3,3,3,3,0,40,3,13,3,0,0,1674,77,193,43,0,0,0,0,0,40,0,0,40,0,0,38,3,38,156,1522,10,38,789,1050,3964,750,0,20,14,6
170,train,NSR,0,16539,1931,train/NSR/16539/16539_w01931.mem,57932000,57961999,57932.000,57962.000,nsrdb,0,NSR,1,22605028,-101273775,-28288361,-92156895,36,33,1,71,1215,461,33,34,138,30,25,21,19,13,10,8,3,2,2,1,1,1,1,1,0,36,0,0,0,0,0,1337,71,144,36,0,0,0,0,0,36,0,0,36,0,0,34,1,34,138,1201,16,34,294,1039,3576,0,0,14,14,0
172,train,NSR,0,16539,2123,train/NSR/16539/16539_w02123.mem,63692000,63721999,63692.000,63722.000,nsrdb,0,NSR,1,-22184384,-86693103,-24788435,-61849844,33,24,7,65,1141,349,25,31,229,28,26,25,22,21,19,18,17,14,11,10,7,5,4,2,1,33,1,4,1,0,0,1258,65,136,33,0,0,0,0,0,33,0,0,33,1,1,31,7,31,229,1123,16,31,2258,1891,3573,303,0,31,29,2
174,train,NSR,0,16539,2299,train/NSR/16539/16539_w02299.mem,68972000,69001999,68972.000,69002.000,nsrdb,2,ARR,1,-19387552,-118511273,9115360,-64584237,34,27,5,67,1146,347,27,32,203,30,28,24,22,19,16,13,11,8,7,6,6,5,5,3,2,34,0,0,0,0,0,1304,67,137,34,0,0,0,0,0,34,0,0,34,2,2,32,5,32,203,1112,16,32,1562,1624,3290,0,0,26,26,0
176,train,NSR,0,16539,2492,train/NSR/16539/16539_w02492.mem,74762000,74791999,74762.000,74792.000,nsrdb,2,ARR,1,-23423833,-131769495,-13397596,-21320751,29,15,12,57,937,194,15,27,257,26,26,26,22,22,20,19,18,16,13,12,10,9,9,9,3,29,0,0,0,0,0,2025,57,116,29,0,0,0,0,0,29,0,0,29,18,3,27,12,27,257,1436,5,27,4444,2436,3310,0,0,37,37,0
178,train,NSR,0,16539,2684,train/NSR/16539/16539_w02684.mem,80522000,80551999,80522.000,80552.000,nsrdb,2,ARR,1,-27427742,-133763624,-10703304,-19147257,29,16,11,57,940,208,16,27,252,26,22,21,20,20,20,18,17,16,15,13,12,11,11,10,4,29,0,0,0,0,0,1827,57,114,29,0,0,0,0,0,29,0,0,29,16,4,27,11,27,252,1376,5,27,4074,2389,3328,0,0,35,35,0
180,train,NSR,0,16773,39,train/NSR/16773/16773_w00039.mem,1172000,1201999,1172.000,1202.000,nsrdb,2,ARR,1,-41724900,-72603010,25818221,-111597808,35,29,4,65,1839,687,29,33,155,28,22,19,17,15,10,8,6,5,5,4,4,4,4,4,0,35,2,16,2,0,0,2261,65,373,66,0,29,0,0,0,35,0,0,35,0,0,33,4,33,155,1795,10,33,1212,1202,6064,571,0,23,19,4
182,train,NSR,0,16773,211,train/NSR/16773/16773_w00211.mem,6332000,6361999,6332.000,6362.000,nsrdb,2,ARR,1,-29346812,-54661024,-5929097,-111437489,44,41,1,87,2341,942,41,42,124,33,26,19,13,10,6,5,3,3,3,2,1,0,0,0,0,44,4,54,4,0,0,1408,87,544,69,0,35,0,0,0,44,0,0,44,0,0,42,1,42,124,994,40,42,238,755,5881,909,0,19,11,8
184,train,NSR,0,16773,398,train/NSR/16773/16773_w00398.mem,11942000,11971999,11942.000,11972.000,nsrdb,2,ARR,1,-29942475,-39040376,-11803357,-117515621,40,38,0,77,2222,898,38,38,87,28,23,14,9,4,4,2,2,1,0,0,0,0,0,0,0,40,5,65,2,0,5,2062,77,495,64,0,34,0,0,0,40,0,0,40,0,0,38,0,38,87,1852,16,38,0,586,6049,1250,0,16,4,12
186,train,NSR,0,16773,570,train/NSR/16773/16773_w00570.mem,17102000,17131999,17102.000,17132.000,nsrdb,1,CHF,1,-46479060,-5683223,-29204631,-115634716,37,34,1,67,1971,774,34,35,135,27,24,22,17,13,10,6,4,2,2,2,2,2,1,1,0,37,5,39,3,0,3,2038,66,420,59,1,29,1,0,0,37,0,0,37,0,0,35,1,35,135,1651,16,35,285,987,5827,1351,169,26,14,12
188,train,NSR,0,16773,742,train/NSR/16773/16773_w00742.mem,22262000,22291999,22262.000,22292.000,nsrdb,2,ARR,1,-33325915,-79665691,27957529,-115268028,39,34,3,75,2170,811,34,37,147,31,28,22,16,12,8,6,3,3,3,3,3,3,3,3,0,39,1,5,1,0,0,2658,75,470,79,0,35,0,0,0,39,0,0,39,4,0,37,3,37,147,2060,10,37,810,1017,6106,256,0,17,15,2
190,train,NSR,0,16773,914,train/NSR/16773/16773_w00914.mem,27422000,27451999,27422.000,27452.000,nsrdb,2,ARR,1,-55472985,-89543438,43393243,-99170201,38,29,7,69,1979,695,29,36,190,33,26,23,18,14,11,9,8,8,8,8,7,6,6,5,0,38,3,25,3,0,0,2509,68,421,74,0,29,0,0,0,38,0,0,38,0,0,36,7,36,190,1934,10,36,1944,1351,6135,789,0,27,21,6
192,train,NSR,0,16773,1086,train/NSR/16773/16773_w01086.mem,32582000,32611999,32582.000,32612.000,nsrdb,2,ARR,1,-34718923,-57064470,11220473,-121022800,41,37,2,79,2270,863,37,39,83,26,17,10,6,4,3,2,2,2,2,2,2,2,2,1,0,41,1,4,1,0,1,2064,79,508,73,0,37,0,0,0,41,0,0,41,0,0,39,2,39,83,1835,16,39,512,544,5971,243,0,9,6,3
194,train,NSR,0,16773,1258,train/NSR/16773/16773_w01258.mem,37742000,37771999,37742.000,37772.000,nsrdb,2,ARR,1,-39020407,-69188004,32253728,-123631955,34,29,3,65,2004,694,29,32,102,23,21,14,6,5,5,4,3,3,3,3,3,3,3,3,0,34,1,3,1,0,1,2052,65,455,36,0,29,0,0,0,34,0,0,34,2,0,32,3,32,102,1663,12,32,937,816,6126,294,0,11,8,3
196,train,NSR,0,16773,1430,train/NSR/16773/16773_w01430.mem,42902000,42931999,42902.000,42932.000,nsrdb,2,ARR,1,-15778573,-64816378,909006,-121098271,33,31,0,65,1978,740,31,31,69,23,15,9,8,7,5,2,0,0,0,0,0,0,0,0,0,33,1,12,1,0,0,1868,65,412,36,0,27,0,0,0,33,0,0,33,0,0,31,0,31,69,1668,12,31,0,569,6110,303,0,9,7,2
198,train,NSR,0,16773,1602,train/NSR/16773/16773_w01602.mem,48062000,48091999,48062.000,48092.000,nsrdb,2,ARR,1,-57057029,-91874152,30281130,-77492942,28,19,7,51,1549,411,18,26,188,23,21,20,17,15,14,12,11,11,11,10,7,6,5,5,0,28,2,14,2,0,0,1587,51,326,52,0,23,0,0,0,28,0,0,28,0,0,26,7,26,188,1397,10,26,2692,1851,5845,714,0,26,22,4
200,train,NSR,0,16773,1789,train/NSR/16773/16773_w01789.mem,53672000,53701999,53672.000,53702.000,nsrdb,2,ARR,1,-54250428,-88231489,27144817,-80247784,26,18,6,47,1389,414,18,24,205,22,22,22,21,20,17,15,12,11,10,9,8,6,5,5,0,26,2,16,2,0,0,1358,47,281,47,0,19,0,0,0,26,0,0,26,0,0,24,6,24,205,1236,12,24,2500,2186,5888,769,0,30,26,4
202,train,NSR,0,16773,1961,train/NSR/16773/16773_w01961.mem,58832000,58861999,58832.000,58862.000,nsrdb,2,ARR,1,-114747236,-105169061,42383340,-23166597,44,0,42,43,1305,0,0,42,630,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,44,29,281,29,0,0,2331,43,432,45,0,16,0,0,0,44,0,0,44,17,33,42,42,42,630,1779,5,42,10000,3840,0,6590,0,175,117,58
204,train,NSR,0,16773,2133,train/NSR/16773/16773_w02133.mem,63992000,64021999,63992.000,64022.000,nsrdb,2,ARR,1,-117621698,-94255656,39341862,-27128846,44,0,42,43,1312,0,0,42,630,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32,44,24,253,24,0,1,2214,43,453,45,0,8,0,0,0,44,0,0,44,22,32,42,42,42,630,1717,6,42,10000,3840,0,5454,0,165,116,49
206,train,NSR,0,16773,2305,train/NSR/16773/16773_w02305.mem,69152000,69181999,69152.000,69182.000,nsrdb,2,ARR,1,-121823305,-107909930,67335042,-40684231,48,1,45,45,1346,6,1,46,682,46,46,46,46,46,46,46,45,45,45,45,45,45,45,45,20,48,19,189,19,0,1,2790,45,477,49,0,15,0,0,0,48,0,0,48,24,20,46,45,46,682,2131,5,46,9782,3795,1536,3958,0,150,111,39
208,train,NSR,0,16773,2477,train/NSR/16773/16773_w02477.mem,74312000,74341999,74312.000,74342.000,nsrdb,2,ARR,1,-52762752,-79332357,31017016,-94857234,25,18,5,47,1393,412,18,23,155,21,18,17,16,14,12,11,10,8,7,7,5,4,3,2,0,25,3,30,3,0,0,1276,47,268,48,0,14,0,0,0,25,0,0,25,0,0,23,5,23,155,1083,16,23,2173,1725,5859,1200,0,25,19,6
210,train,NSR,0,16786,39,train/NSR/16786/16786_w00039.mem,1172000,1201999,1172.000,1202.000,nsrdb,0,NSR,1,25972478,-85221880,-34898117,-106162073,36,33,1,71,1893,748,34,34,77,25,17,11,7,5,4,4,2,1,1,0,0,0,0,0,0,36,0,0,0,0,0,1587,71,342,57,0,0,0,0,0,36,0,0,36,0,0,34,1,34,77,1370,20,34,294,579,5632,0,0,6,6,0
212,train,NSR,0,16786,231,train/NSR/16786/16786_w00231.mem,6932000,6961999,6932.000,6962.000,nsrdb,0,NSR,1,25294216,-88105864,-30427076,-106129599,34,31,1,67,1786,682,31,32,96,28,21,17,9,7,6,4,2,1,1,0,0,0,0,0,0,34,0,0,0,0,0,2007,67,313,47,0,0,0,0,0,34,0,0,34,0,0,32,1,32,96,1747,8,32,312,768,5632,0,0,8,8,0
214,train,NSR,0,16786,423,train/NSR/16786/16786_w00423.mem,12692000,12721999,12692.000,12722.000,nsrdb,0,NSR,1,35278542,-90159136,-41942467,-103427469,42,40,0,83,2182,885,40,40,76,30,25,15,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1782,83,425,44,0,0,0,0,0,42,0,0,42,0,0,40,0,40,76,1453,24,40,0,486,5664,0,0,0,0,0
216,train,NSR,0,16786,598,train/NSR/16786/16786_w00598.mem,17942000,17971999,17942.000,17972.000,nsrdb,0,NSR,1,31950768,-98989783,-30089364,-103829616,39,37,0,77,2104,845,37,37,91,32,19,17,11,4,3,2,1,1,1,0,0,0,0,0,0,39,0,0,0,0,0,2162,77,402,47,0,0,0,0,0,39,0,0,39,0,0,37,0,37,91,1824,10,37,0,629,5846,0,0,4,4,0
218,train,NSR,0,16786,790,train/NSR/16786/16786_w00790.mem,23702000,23731999,23702.000,23732.000,nsrdb,0,NSR,1,10491616,-76475268,-20415389,-114184328,39,35,2,75,2001,801,35,37,105,29,20,15,11,5,4,3,3,3,2,2,2,2,2,2,1,39,1,2,1,0,0,1647,75,379,44,0,0,0,0,0,39,0,0,39,2,1,37,2,37,105,1346,24,37,540,726,5858,256,0,10,8,2
220,train,NSR,0,16786,981,train/NSR/16786/16786_w00981.mem,29432000,29461999,29432.000,29462.000,nsrdb,0,NSR,1,26526262,-65250147,-46876718,-113698431,37,35,0,72,1940,801,35,35,108,28,24,18,15,8,6,4,1,1,1,1,1,0,0,0,0,37,3,30,2,0,1,1884,72,354,67,0,0,0,0,0,37,0,0,37,0,0,35,0,35,108,1617,12,35,0,789,5858,810,0,14,8,6
222,train,NSR,0,16786,1157,train/NSR/16786/16786_w01157.mem,34712000,34741999,34712.000,34742.000,nsrdb,0,NSR,1,35201348,-92266144,-34691661,-108423561,37,35,0,73,1913,793,35,35,66,25,20,10,6,3,1,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1490,73,350,57,0,0,0,0,0,37,0,0,37,0,0,35,0,35,66,1056,32,35,0,482,5800,0,0,3,3,0
224,train,NSR,0,16786,1349,train/NSR/16786/16786_w01349.mem,40472000,40501999,40472.000,40502.000,nsrdb,0,NSR,1,12718402,-57364546,-44923548,-109912397,36,33,1,69,1745,706,33,34,95,24,18,12,10,8,6,5,3,2,2,1,1,1,1,1,0,36,3,24,3,0,0,2138,69,297,73,0,0,0,0,0,36,0,0,36,0,0,34,1,34,95,1829,8,34,294,715,5476,833,0,15,9,6
226,train,NSR,0,16786,1540,train/NSR/16786/16786_w01540.mem,46202000,46231999,46202.000,46232.000,nsrdb,0,NSR,1,21880195,-80956958,-31525535,-108159885,32,29,1,63,1536,603,29,30,97,23,22,14,12,8,6,4,3,2,2,1,0,0,0,0,0,32,0,0,0,0,0,1588,63,253,64,0,0,0,0,0,32,0,0,32,0,0,30,1,30,97,1417,10,30,333,827,5323,0,0,9,9,0
228,train,NSR,0,16786,1716,train/NSR/16786/16786_w01716.mem,51482000,51511999,51482.000,51512.000,nsrdb,0,NSR,1,29917369,-89147848,-32475552,-107934906,32,30,0,63,1600,630,30,30,85,26,19,16,10,7,4,2,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1768,63,272,41,0,0,0,0,0,32,0,0,32,0,0,30,0,30,85,1524,10,30,0,725,5376,0,0,7,7,0
230,train,NSR,0,16786,1908,train/NSR/16786/16786_w01908.mem,57242000,57271999,57242.000,57272.000,nsrdb,0,NSR,1,32380177,-103065157,-21658352,-108041002,32,30,0,63,1633,660,30,30,63,26,19,10,5,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2075,63,278,34,0,0,0,0,0,32,0,0,32,0,0,30,0,30,63,1898,5,30,0,537,5632,0,0,3,3,0
232,train,NSR,0,16786,2099,train/NSR/16786/16786_w02099.mem,62972000,63001999,62972.000,63002.000,nsrdb,0,NSR,1,31841620,-85845404,-33812786,-111016001,29,27,0,57,1417,560,27,27,95,24,20,18,13,9,6,3,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,1501,57,233,49,0,0,0,0,0,29,0,0,29,0,0,27,0,27,95,1277,10,27,0,900,5309,0,0,9,9,0
234,train,NSR,0,16786,2275,train/NSR/16786/16786_w02275.mem,68252000,68281999,68252.000,68282.000,nsrdb,0,NSR,1,32647660,-99210661,-23986847,-109286774,31,29,0,61,1535,609,29,29,64,24,19,10,7,3,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1893,61,249,54,0,0,0,0,0,31,0,0,31,0,0,29,0,29,64,1575,8,29,0,564,5376,0,0,3,3,0
236,train,NSR,0,16786,2466,train/NSR/16786/16786_w02466.mem,73982000,74011999,73982.000,74012.000,nsrdb,0,NSR,1,8107400,-69679353,-23277635,-113106623,33,27,4,61,1547,565,27,31,119,20,20,16,10,8,6,6,5,4,4,4,4,4,4,4,0,33,1,7,1,0,0,1803,61,265,62,0,0,0,0,0,33,0,0,33,0,0,31,4,31,119,1523,8,31,1290,982,5357,303,0,14,12,2
238,train,NSR,0,16786,2658,train/NSR/16786/16786_w02658.mem,79742000,79771999,79742.000,79772.000,nsrdb,0,NSR,1,33346157,-102528955,-24123009,-106572635,36,33,0,71,1805,690,33,34,94,31,25,19,13,4,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1859,69,315,38,0,0,0,0,0,35,0,0,35,0,0,33,0,34,94,1645,10,33,0,707,5352,0,0,4,4,0
